,SHOP_WEEK,SHOP_DATE,SHOP_WEEKDAY,SHOP_HOUR,QUANTITY,SPEND,PROD_CODE,PROD_CODE_10,PROD_CODE_20,PROD_CODE_30,PROD_CODE_40,CUST_CODE,CUST_PRICE_SENSITIVITY,CUST_LIFESTAGE,BASKET_ID,BASKET_SIZE,BASKET_PRICE_SENSITIVITY,BASKET_TYPE,BASKET_DOMINANT_MISSION,STORE_CODE,STORE_FORMAT,STORE_REGION,SHOP_YEAR,SHOP_MONTH,SHOP_YEARMONTH
1791,200731,2007-09-29,7,18,1,4.91,PRD0904652,CL00058,DEP00016,G00006,D00002,CUST0000099658,LA,OF,994107700237810,L,MM,Full Shop,Fresh,STORE00001,LS,E02,2007,9,2007-9
1824,200731,2007-09-28,6,10,1,0.35,PRD0904142,CL00068,DEP00019,G00007,D00002,CUST0000710863,LA,YF,994107700636925,L,MM,Full Shop,Fresh,STORE00001,LS,E02,2007,9,2007-9
1838,200731,2007-09-30,1,13,1,0.98,PRD0900121,CL00063,DEP00019,G00007,D00002,CUST0000820750,LA,OA,994107700708773,M,MM,Top Up,Grocery,STORE00001,LS,E02,2007,9,2007-9
1848,200731,2007-09-29,7,21,1,0.86,PRD0901887,CL00063,DEP00019,G00007,D00002,CUST0000283533,LA,,994107700357079,L,LA,Top Up,Grocery,STORE00001,LS,E02,2007,9,2007-9
1851,200730,2007-09-19,4,12,6,5.46,PRD0903269,CL00064,DEP00019,G00007,D00002,CUST0000336781,LA,OF,994107600376721,L,LA,Full Shop,Mixed,STORE00001,LS,E02,2007,9,2007-9
1859,200731,2007-09-24,2,10,1,1.54,PRD0904358,CL00063,DEP00019,G00007,D00002,CUST0000122195,LA,YA,994107700252571,S,MM,Small Shop,Fresh,STORE00001,LS,E02,2007,9,2007-9
1889,200728,2007-09-09,1,17,1,1.54,PRD0904358,CL00063,DEP00019,G00007,D00002,CUST0000848108,LA,,994107400729780,L,MM,Top Up,Fresh,STORE00001,LS,E02,2007,9,2007-9
1897,200728,2007-09-07,6,16,1,1.54,PRD0904358,CL00063,DEP00019,G00007,D00002,CUST0000501703,LA,YA,994107400500773,L,LA,Full Shop,Fresh,STORE00001,LS,E02,2007,9,2007-9
1922,200728,2007-09-06,5,20,1,1.43,PRD0901795,CL00063,DEP00019,G00007,D00002,CUST0000863361,LA,YA,994107400739852,L,LA,Top Up,Fresh,STORE00001,LS,E02,2007,9,2007-9
1936,200729,2007-09-12,4,15,1,1.54,PRD0904358,CL00063,DEP00019,G00007,D00002,CUST0000848108,LA,,994107500725823,L,MM,Top Up,Mixed,STORE00001,LS,E02,2007,9,2007-9
1973,200728,2007-09-09,1,19,1,1.03,PRD0901638,CL00070,DEP00020,G00007,D00002,CUST0000275967,LA,OA,994107400352494,L,LA,Full Shop,Fresh,STORE00001,LS,E02,2007,9,2007-9
2009,200729,2007-09-13,5,11,1,0.35,PRD0902490,CL00070,DEP00020,G00007,D00002,CUST0000868779,LA,YF,994107500739324,L,LA,Full Shop,Mixed,STORE00001,LS,E02,2007,9,2007-9
2011,200729,2007-09-11,3,17,1,2.91,PRD0904401,CL00070,DEP00020,G00007,D00002,CUST0000122195,LA,YA,994107500251289,M,LA,Top Up,Fresh,STORE00001,LS,E02,2007,9,2007-9
2018,200731,2007-09-29,7,17,1,2.04,PRD0902969,CL00074,DEP00021,G00007,D00002,CUST0000099658,LA,OF,994107700237811,L,LA,Full Shop,Mixed,STORE00001,LS,E02,2007,9,2007-9
2043,200731,2007-09-30,1,20,1,1.75,PRD0902288,CL00074,DEP00021,G00007,D00002,CUST0000638798,LA,YF,994107700589621,L,LA,Full Shop,Mixed,STORE00001,LS,E02,2007,9,2007-9
2046,200730,2007-09-19,4,19,1,0.41,PRD0902254,CL00073,DEP00021,G00007,D00002,CUST0000275967,LA,OA,994107600338302,L,LA,Full Shop,Mixed,STORE00001,LS,E02,2007,9,2007-9
2098,200729,2007-09-13,5,21,1,1.47,PRD0900676,CL00074,DEP00021,G00007,D00002,CUST0000075158,LA,YA,994107500220527,L,MM,Full Shop,Mixed,STORE00001,LS,E02,2007,9,2007-9
2099,200729,2007-09-16,1,19,3,7.08,PRD0900249,CL00072,DEP00021,G00007,D00002,CUST0000455083,LA,OT,994107500468864,L,LA,Full Shop,Fresh,STORE00001,LS,E02,2007,9,2007-9
2111,200730,2007-09-17,2,10,3,6.03,PRD0900958,CL00079,DEP00022,G00007,D00002,CUST0000593629,LA,YF,994107600538620,M,MM,Small Shop,Fresh,STORE00001,LS,E02,2007,9,2007-9
2153,200730,2007-09-23,1,18,1,1.75,PRD0901771,CL00079,DEP00022,G00007,D00002,CUST0000099658,LA,OF,994107600228015,M,MM,Small Shop,Fresh,STORE00001,LS,E02,2007,9,2007-9
2160,200728,2007-09-07,6,9,1,0.29,PRD0901345,CL00075,DEP00022,G00007,D00002,CUST0000820750,LA,OA,994107400711738,M,MM,Top Up,Mixed,STORE00001,LS,E02,2007,9,2007-9
2172,200728,2007-09-06,5,18,1,1.24,PRD0900162,CL00079,DEP00022,G00007,D00002,CUST0000603024,LA,OT,994107400567150,L,MM,Full Shop,Fresh,STORE00001,LS,E02,2007,9,2007-9
2219,200727,2007-09-01,7,14,1,4.79,PRD0900931,CL00083,DEP00023,G00007,D00002,CUST0000603024,LA,OT,994107300565591,M,MM,Top Up,Fresh,STORE00001,LS,E02,2007,9,2007-9
2242,200728,2007-09-05,4,12,1,1.95,PRD0903147,CL00089,DEP00025,G00008,D00002,CUST0000986734,LA,,994107400821739,L,MM,Full Shop,Fresh,STORE00001,LS,E02,2007,9,2007-9
2269,200728,2007-09-05,4,14,1,1.57,PRD0900386,CL00092,DEP00027,G00008,D00002,CUST0000312411,LA,YF,994107400376633,L,LA,Full Shop,Fresh,STORE00001,LS,E02,2007,9,2007-9
2299,200731,2007-09-28,6,14,3,0.45,PRD0904838,CL00103,DEP00035,G00010,D00003,CUST0000644893,LA,PE,994107700593673,L,LA,Full Shop,Mixed,STORE00001,LS,E02,2007,9,2007-9
2304,200731,2007-09-26,4,9,1,0.24,PRD0900313,CL00103,DEP00035,G00010,D00003,CUST0000086836,LA,YF,994107700229577,L,LA,Top Up,Fresh,STORE00001,LS,E02,2007,9,2007-9
2332,200731,2007-09-28,6,11,3,0.9,PRD0903528,CL00104,DEP00036,G00010,D00003,CUST0000809769,LA,OT,994107700701680,L,MM,Full Shop,Mixed,STORE00001,LS,E02,2007,9,2007-9
2339,200727,2007-09-02,1,21,3,1.59,PRD0901672,CL00104,DEP00036,G00010,D00003,CUST0000393587,LA,YA,994107300428869,M,MM,Small Shop,Fresh,STORE00001,LS,E02,2007,9,2007-9
2358,200731,2007-09-28,6,15,1,0.34,PRD0903835,CL00107,DEP00037,G00010,D00003,CUST0000138092,LA,OF,994107700263109,L,LA,Full Shop,Mixed,STORE00001,LS,E02,2007,9,2007-9
2400,200727,2007-09-01,7,12,1,0.33,PRD0900661,CL00116,DEP00042,G00011,D00003,CUST0000080416,LA,OT,994107300224246,L,LA,Full Shop,Mixed,STORE00001,LS,E02,2007,9,2007-9
2414,200729,2007-09-13,5,13,1,0.96,PRD0904594,CL00116,DEP00042,G00011,D00003,CUST0000585617,LA,YF,994107500553848,L,MM,Top Up,Mixed,STORE00001,LS,E02,2007,9,2007-9
2477,200727,2007-09-02,1,15,1,0.28,PRD0903878,CL00127,DEP00046,G00013,D00003,CUST0000472222,LA,OT,994107300479911,L,MM,Full Shop,Mixed,STORE00001,LS,E02,2007,9,2007-9
2480,200729,2007-09-14,6,14,1,1.07,PRD0901628,CL00128,DEP00046,G00013,D00003,CUST0000644893,LA,PE,994107500592789,L,MM,Full Shop,Mixed,STORE00001,LS,E02,2007,9,2007-9
2573,200731,2007-09-24,2,8,1,0.99,PRD0900984,CL00140,DEP00049,G00014,D00003,CUST0000337192,LA,OF,994107700392307,M,LA,Top Up,Fresh,STORE00001,LS,E02,2007,9,2007-9
2611,200731,2007-09-25,3,14,1,1.95,PRD0900200,CL00144,DEP00051,G00015,D00003,CUST0000364905,LA,YA,994107700410595,L,LA,Full Shop,Mixed,STORE00001,LS,E02,2007,9,2007-9
2612,200731,2007-09-28,6,17,3,11.76,PRD0903782,CL00144,DEP00051,G00015,D00003,CUST0000831416,LA,YF,994107700715518,L,LA,Full Shop,Mixed,STORE00001,LS,E02,2007,9,2007-9
2648,200731,2007-09-30,1,14,1,0.68,PRD0900648,CL00150,DEP00052,G00015,D00003,CUST0000578684,LA,YF,994107700550018,M,MM,Small Shop,Grocery,STORE00001,LS,E02,2007,9,2007-9
2681,200730,2007-09-23,1,20,3,5.61,PRD0903677,CL00151,DEP00052,G00015,D00003,CUST0000662370,LA,OT,994107600582121,M,LA,Small Shop,Grocery,STORE00001,LS,E02,2007,9,2007-9
2684,200731,2007-09-25,3,14,1,1.05,PRD0900077,CL00150,DEP00052,G00015,D00003,CUST0000493522,LA,OT,994107700494405,L,MM,Top Up,Fresh,STORE00001,LS,E02,2007,9,2007-9
2745,200729,2007-09-13,5,19,1,0.24,PRD0903204,CL00148,DEP00052,G00015,D00003,CUST0000486918,LA,OT,994107500489547,L,MM,Full Shop,Fresh,STORE00001,LS,E02,2007,9,2007-9
2751,200729,2007-09-12,4,19,1,0.47,PRD0900622,CL00151,DEP00052,G00015,D00003,CUST0000283533,LA,,994107500356429,L,LA,Full Shop,Mixed,STORE00001,LS,E02,2007,9,2007-9
2763,200730,2007-09-17,2,21,1,0.96,PRD0901136,CL00156,DEP00053,G00016,D00003,CUST0000629928,LA,YA,994107600561507,L,MM,Top Up,Fresh,STORE00001,LS,E02,2007,9,2007-9
2781,200730,2007-09-17,2,14,1,0.81,PRD0900811,CL00157,DEP00053,G00016,D00003,CUST0000758000,LA,OF,994107600642724,L,MM,Top Up,Fresh,STORE00001,LS,E02,2007,9,2007-9
2838,200729,2007-09-10,2,14,1,1.22,PRD0900670,CL00155,DEP00053,G00016,D00003,CUST0000386374,LA,OF,994107500423949,L,LA,Full Shop,Mixed,STORE00001,LS,E02,2007,9,2007-9
2867,200730,2007-09-23,1,10,1,1.72,PRD0902916,CL00160,DEP00054,G00016,D00003,CUST0000618211,LA,YF,994107600554086,L,MM,Top Up,Fresh,STORE00001,LS,E02,2007,9,2007-9
2968,200729,2007-09-13,5,13,1,1.56,PRD0903484,CL00162,DEP00055,G00016,D00003,CUST0000904289,LA,OF,994107500762823,S,MM,Small Shop,Grocery,STORE00001,LS,E02,2007,9,2007-9
2988,200731,2007-09-30,1,17,1,0.81,PRD0901359,CL00201,DEP00067,G00021,D00005,CUST0000172891,LA,YF,994107700285532,S,LA,Small Shop,Nonfood,STORE00001,LS,E02,2007,9,2007-9
3036,200731,2007-09-27,5,21,1,0.7,PRD0904034,CL00199,DEP00067,G00021,D00005,CUST0000486918,LA,OT,994107700490141,L,MM,Top Up,Fresh,STORE00001,LS,E02,2007,9,2007-9
3112,200731,2007-09-29,7,21,1,0.43,PRD0904919,CL00209,DEP00069,G00022,D00005,CUST0000283533,LA,,994107700357079,L,LA,Top Up,Grocery,STORE00001,LS,E02,2007,9,2007-9
3116,200728,2007-09-05,4,14,1,0.41,PRD0904563,CL00207,DEP00069,G00022,D00005,CUST0000312411,LA,YF,994107400376633,L,LA,Full Shop,Fresh,STORE00001,LS,E02,2007,9,2007-9
3134,200730,2007-09-19,4,12,1,1.12,PRD0900959,CL00218,DEP00073,G00023,D00005,CUST0000820750,LA,OA,994107600682226,M,MM,Top Up,Mixed,STORE00001,LS,E02,2007,9,2007-9
3159,200730,2007-09-21,6,8,3,0.03,PRD0903678,CL00222,DEP00076,G00023,D00005,CUST0000898638,LA,OT,994107600731900,M,LA,Small Shop,Fresh,STORE00001,LS,E02,2007,9,2007-9
3170,200728,2007-09-04,3,10,1,0.13,PRD0902428,CL00222,DEP00076,G00023,D00005,CUST0000037123,LA,OA,994107400195781,M,LA,Small Shop,Grocery,STORE00001,LS,E02,2007,9,2007-9
3183,200731,2007-09-26,4,10,1,3.08,PRD0904978,CL00230,DEP00081,G00027,D00008,CUST0000820750,LA,OA,994107700708774,M,MM,Top Up,Grocery,STORE00001,LS,E02,2007,9,2007-9
3202,200730,2007-09-22,7,17,3,4.83,PRD0900744,CL00098,DEP00031,G00008,D00002,CUST0000917659,MM,YA,994107600744020,L,MM,Full Shop,Mixed,STORE00001,LS,E02,2007,9,2007-9
3278,200731,2007-09-25,3,15,1,6.46,PRD0903508,CL00240,DEP00086,G00028,D00008,CUST0000817000,MM,OT,994107700706425,L,MM,Full Shop,Mixed,STORE00001,LS,E02,2007,9,2007-9
3285,200728,2007-09-09,1,19,1,0.39,PRD0900634,CL00169,DEP00056,G00017,D00004,CUST0000278486,MM,,994107400354129,M,UM,Small Shop,Nonfood,STORE00001,LS,E02,2007,9,2007-9
3296,200728,2007-09-05,4,21,1,9.36,PRD0900822,CL00228,DEP00080,G00026,D00007,CUST0000961918,MM,OT,994107400805263,L,UM,Full Shop,Mixed,STORE00001,LS,E02,2007,9,2007-9
3332,200729,2007-09-16,1,18,1,1.45,PRD0901137,CL00215,DEP00071,G00022,D00005,CUST0000889222,MM,OT,994107500752807,L,MM,Full Shop,Mixed,STORE00001,LS,E02,2007,9,2007-9
3336,200729,2007-09-13,5,17,1,5.34,PRD0904802,CL00212,DEP00070,G00022,D00005,CUST0000412921,MM,OT,994107500441426,L,LA,Top Up,Fresh,STORE00001,LS,E02,2007,9,2007-9
3339,200728,2007-09-03,2,14,1,1.58,PRD0902207,CL00100,DEP00033,G00009,D00002,CUST0000591629,MM,OA,994107400559623,L,MM,Full Shop,Mixed,STORE00001,LS,E02,2007,9,2007-9
3350,200727,2007-09-02,1,14,1,4.77,PRD0904261,CL00250,DEP00090,G00031,D00009,CUST0000414514,MM,OT,994107300442280,L,UM,Top Up,Fresh,STORE00001,LS,E02,2007,9,2007-9
3377,200731,2007-09-30,1,12,1,0.78,PRD0902409,CL00001,DEP00001,G00001,D00001,CUST0000161411,MM,PE,994107700278102,L,MM,Full Shop,Fresh,STORE00001,LS,E02,2007,9,2007-9
3378,200731,2007-09-24,2,15,1,0.81,PRD0904193,CL00001,DEP00001,G00001,D00001,CUST0000872455,MM,OA,994107700742606,L,UM,Top Up,Fresh,STORE00001,LS,E02,2007,9,2007-9
3443,200730,2007-09-19,4,15,3,1.59,PRD0901826,CL00005,DEP00002,G00001,D00001,CUST0000464636,MM,OF,994107600457300,L,MM,Full Shop,Mixed,STORE00001,LS,E02,2007,9,2007-9
