,SHOP_WEEK,SHOP_DATE,SHOP_WEEKDAY,SHOP_HOUR,QUANTITY,SPEND,PROD_CODE,PROD_CODE_10,PROD_CODE_20,PROD_CODE_30,PROD_CODE_40,CUST_CODE,CUST_PRICE_SENSITIVITY,CUST_LIFESTAGE,BASKET_ID,BASKET_SIZE,BASKET_PRICE_SENSITIVITY,BASKET_TYPE,BASKET_DOMINANT_MISSION,STORE_CODE,STORE_FORMAT,STORE_REGION,SHOP_YEAR,SHOP_MONTH,SHOP_YEARMONTH
313,200727,2007-08-27,2,20,1,2.55,PRD0903426,CL00035,DEP00009,G00004,D00002,,,,994107300148659,L,MM,Top Up,Mixed,STORE00001,LS,E02,2007,8,2007-8
377,200726,2007-08-26,1,11,1,0.3,PRD0902601,CL00044,DEP00011,G00004,D00002,,,,994107200007275,M,MM,Top Up,Fresh,STORE00001,LS,E02,2007,8,2007-8
485,200725,2007-08-13,2,18,3,3.12,PRD0901548,CL00063,DEP00019,G00007,D00002,,,,994107100083162,L,LA,Full Shop,Fresh,STORE00001,LS,E02,2007,8,2007-8
495,200727,2007-08-30,5,19,1,2.44,PRD0902690,CL00067,DEP00019,G00007,D00002,,,,994107300005560,L,MM,Full Shop,Mixed,STORE00001,LS,E02,2007,8,2007-8
505,200725,2007-08-16,5,17,3,7.23,PRD0903436,CL00067,DEP00019,G00007,D00002,,,,994107100075885,L,MM,Full Shop,Mixed,STORE00001,LS,E02,2007,8,2007-8
551,200724,2007-08-09,5,8,1,1.03,PRD0901638,CL00070,DEP00020,G00007,D00002,,,,994107000172591,L,LA,Full Shop,Mixed,STORE00001,LS,E02,2007,8,2007-8
578,200724,2007-08-10,6,16,1,1.21,PRD0904409,CL00073,DEP00021,G00007,D00002,,,,994107000076863,L,LA,Full Shop,Mixed,STORE00001,LS,E02,2007,8,2007-8
586,200726,2007-08-25,7,20,1,1.72,PRD0903320,CL00073,DEP00021,G00007,D00002,,,,994107200084208,M,MM,Small Shop,Fresh,STORE00001,LS,E02,2007,8,2007-8
616,200723,2007-08-05,1,21,1,1.22,PRD0903872,CL00075,DEP00022,G00007,D00002,,,,994106900120255,L,LA,Full Shop,Mixed,STORE00001,LS,E02,2007,8,2007-8
649,200727,2007-08-27,2,16,1,1.25,PRD0903627,CL00079,DEP00022,G00007,D00002,,,,994107300156644,L,MM,Full Shop,Mixed,STORE00001,LS,E02,2007,8,2007-8
660,200724,2007-08-06,2,8,1,1.22,PRD0903872,CL00075,DEP00022,G00007,D00002,,,,994107000127918,M,LA,Small Shop,Fresh,STORE00001,LS,E02,2007,8,2007-8
675,200723,2007-08-05,1,14,1,1.11,PRD0902463,CL00089,DEP00025,G00008,D00002,,,,994106900132558,L,MM,Full Shop,Fresh,STORE00001,LS,E02,2007,8,2007-8
690,200727,2007-08-28,3,14,1,3.09,PRD0904892,CL00092,DEP00027,G00008,D00002,,,,994107300016187,L,LA,Top Up,Fresh,STORE00001,LS,E02,2007,8,2007-8
691,200726,2007-08-20,2,12,1,2.28,PRD0902352,CL00092,DEP00027,G00008,D00002,,,,994107200005389,L,MM,Full Shop,Fresh,STORE00001,LS,E02,2007,8,2007-8
697,200724,2007-08-11,7,17,1,1.61,PRD0903108,CL00096,DEP00030,G00008,D00002,,,,994107000100771,L,LA,Full Shop,Mixed,STORE00001,LS,E02,2007,8,2007-8
730,200725,2007-08-15,4,10,1,0.55,PRD0904424,CL00105,DEP00036,G00010,D00003,,,,994107100122103,L,LA,Full Shop,Mixed,STORE00001,LS,E02,2007,8,2007-8
777,200726,2007-08-22,4,17,1,2.27,PRD0901785,CL00117,DEP00042,G00011,D00003,,,,994107200035479,L,MM,Top Up,Fresh,STORE00001,LS,E02,2007,8,2007-8
779,200723,2007-08-05,1,14,1,0.96,PRD0904677,CL00122,DEP00044,G00012,D00003,,,,994106900148413,M,LA,Top Up,Grocery,STORE00001,LS,E02,2007,8,2007-8
797,200725,2007-08-17,6,21,1,1.5,PRD0900421,CL00129,DEP00046,G00013,D00003,,,,994107100117966,L,MM,Full Shop,Mixed,STORE00001,LS,E02,2007,8,2007-8
806,200726,2007-08-23,5,14,1,0.28,PRD0902077,CL00132,DEP00047,G00013,D00003,,,,994107200026981,L,LA,Top Up,Grocery,STORE00001,LS,E02,2007,8,2007-8
846,200724,2007-08-11,7,17,1,1.27,PRD0902610,CL00140,DEP00049,G00014,D00003,,,,994107000100771,L,LA,Full Shop,Mixed,STORE00001,LS,E02,2007,8,2007-8
889,200723,2007-08-04,7,11,1,1.04,PRD0900461,CL00150,DEP00052,G00015,D00003,,,,994106900075288,L,MM,Full Shop,Mixed,STORE00001,LS,E02,2007,8,2007-8
926,200724,2007-08-11,7,9,1,0.94,PRD0900359,CL00148,DEP00052,G00015,D00003,,,,994107000051076,S,LA,Small Shop,Mixed,STORE00001,LS,E02,2007,8,2007-8
946,200727,2007-08-31,6,15,1,0.55,PRD0903007,CL00157,DEP00053,G00016,D00003,,,,994107300006000,L,LA,Full Shop,Fresh,STORE00001,LS,E02,2007,8,2007-8
961,200725,2007-08-19,1,13,1,0.9,PRD0902056,CL00156,DEP00053,G00016,D00003,,,,994107100026852,L,MM,Full Shop,Mixed,STORE00001,LS,E02,2007,8,2007-8
987,200725,2007-08-16,5,19,1,0.72,PRD0902562,CL00159,DEP00054,G00016,D00003,,,,994107100041402,L,UM,Full Shop,Fresh,STORE00001,LS,E02,2007,8,2007-8
1051,200723,2007-08-01,4,18,1,0.27,PRD0900393,CL00197,DEP00067,G00021,D00005,,,,994106900067673,M,LA,Top Up,Mixed,STORE00001,LS,E02,2007,8,2007-8
1060,200725,2007-08-16,5,17,1,5.06,PRD0903496,CL00201,DEP00067,G00021,D00005,,,,994107100044702,L,LA,Top Up,Mixed,STORE00001,LS,E02,2007,8,2007-8
1068,200724,2007-08-11,7,20,1,1.93,PRD0901862,CL00201,DEP00067,G00021,D00005,,,,994107000046432,L,LA,Full Shop,Mixed,STORE00001,LS,E02,2007,8,2007-8
1082,200724,2007-08-06,2,21,1,1.87,PRD0904265,CL00207,DEP00069,G00022,D00005,,,,994107000141020,M,MM,Top Up,Mixed,STORE00001,LS,E02,2007,8,2007-8
1112,200727,2007-08-30,5,19,1,15.48,PRD0902066,CL00229,DEP00081,G00027,D00008,,,,994107300005560,L,MM,Full Shop,Mixed,STORE00001,LS,E02,2007,8,2007-8
1121,200723,2007-08-04,7,19,1,2.68,PRD0902919,CL00098,DEP00031,G00008,D00002,CUST0000122195,LA,YA,994106900259315,L,MM,Top Up,Fresh,STORE00001,LS,E02,2007,8,2007-8
1170,200724,2007-08-06,2,10,3,0.9,PRD0901055,CL00248,DEP00089,G00030,D00009,CUST0000634693,LA,YF,994107000585565,L,MM,Top Up,Grocery,STORE00001,LS,E02,2007,8,2007-8
1175,200723,2007-08-01,4,15,1,0.36,PRD0902471,CL00212,DEP00070,G00022,D00005,CUST0000105820,LA,OF,994106900248685,L,LA,Full Shop,Mixed,STORE00001,LS,E02,2007,8,2007-8
1192,200724,2007-08-07,3,14,1,4.47,PRD0900474,CL00239,DEP00085,G00028,D00008,CUST0000809769,LA,OT,994107000698549,L,LA,Full Shop,Mixed,STORE00001,LS,E02,2007,8,2007-8
1249,200726,2007-08-24,6,21,1,1.7,PRD0901399,CL00098,DEP00031,G00008,D00002,CUST0000638798,LA,YF,994107200598498,L,LA,Full Shop,Mixed,STORE00001,LS,E02,2007,8,2007-8
1262,200723,2007-08-01,4,16,1,0.75,PRD0903788,CL00001,DEP00001,G00001,D00001,CUST0000820750,LA,OA,994106900711391,M,LA,Top Up,Mixed,STORE00001,LS,E02,2007,8,2007-8
1304,200725,2007-08-13,2,17,1,1.25,PRD0904945,CL00001,DEP00001,G00001,D00001,CUST0000997122,LA,OF,994107100816638,L,LA,Full Shop,Mixed,STORE00001,LS,E02,2007,8,2007-8
1317,200724,2007-08-10,6,19,1,0.97,PRD0901789,CL00001,DEP00001,G00001,D00001,CUST0000475538,LA,YF,994107000482910,L,MM,Full Shop,Mixed,STORE00001,LS,E02,2007,8,2007-8
1322,200723,2007-08-04,7,15,1,1.99,PRD0902238,CL00006,DEP00002,G00001,D00001,CUST0000657952,LA,YF,994106900606037,L,MM,Full Shop,Fresh,STORE00001,LS,E02,2007,8,2007-8
1352,200726,2007-08-26,1,9,1,0.51,PRD0901239,CL00006,DEP00002,G00001,D00001,CUST0000529848,LA,YA,994107200526803,L,LA,Full Shop,Fresh,STORE00001,LS,E02,2007,8,2007-8
1383,200723,2007-08-05,1,12,3,2.46,PRD0900233,CL00007,DEP00003,G00002,D00001,CUST0000710863,LA,YF,994106900640462,L,MM,Full Shop,Mixed,STORE00001,LS,E02,2007,8,2007-8
1405,200727,2007-08-30,5,19,3,4.5,PRD0904192,CL00007,DEP00003,G00002,D00001,CUST0000375382,LA,YF,994107300417001,L,LA,Full Shop,Mixed,STORE00001,LS,E02,2007,8,2007-8
1428,200723,2007-08-05,1,21,1,0.55,PRD0904679,CL00017,DEP00005,G00003,D00001,CUST0000138092,LA,OF,994106900269879,L,MM,Top Up,Mixed,STORE00001,LS,E02,2007,8,2007-8
1464,200723,2007-08-03,6,10,4,1.0,PRD0904918,CL00025,DEP00008,G00004,D00002,CUST0000063931,LA,,994106900221678,L,LA,Top Up,Mixed,STORE00001,LS,E02,2007,8,2007-8
1535,200725,2007-08-16,5,21,1,1.57,PRD0901499,CL00025,DEP00008,G00004,D00002,CUST0000986278,LA,,994107100809786,L,LA,Full Shop,Fresh,STORE00001,LS,E02,2007,8,2007-8
1558,200724,2007-08-07,3,10,1,0.7,PRD0903052,CL00031,DEP00008,G00004,D00002,CUST0000986278,LA,,994107000812727,L,LA,Full Shop,Mixed,STORE00001,LS,E02,2007,8,2007-8
1595,200725,2007-08-14,3,14,1,0.86,PRD0903052,CL00031,DEP00008,G00004,D00002,CUST0000436394,LA,,994107100453523,M,MM,Small Shop,Fresh,STORE00001,LS,E02,2007,8,2007-8
1620,200723,2007-08-03,6,17,1,0.7,PRD0900415,CL00040,DEP00010,G00004,D00002,CUST0000662370,LA,OT,994106900608924,S,UM,Small Shop,Fresh,STORE00001,LS,E02,2007,8,2007-8
1856,200723,2007-08-04,7,21,1,1.54,PRD0904358,CL00063,DEP00019,G00007,D00002,CUST0000211159,LA,OA,994106900316881,L,MM,Full Shop,Fresh,STORE00001,LS,E02,2007,8,2007-8
1870,200726,2007-08-26,1,13,1,2.49,PRD0904774,CL00064,DEP00019,G00007,D00002,CUST0000603024,LA,OT,994107200574976,L,MM,Full Shop,Mixed,STORE00001,LS,E02,2007,8,2007-8
1885,200725,2007-08-13,2,19,1,0.98,PRD0900121,CL00063,DEP00019,G00007,D00002,CUST0000848108,LA,,994107100719735,L,MM,Top Up,Mixed,STORE00001,LS,E02,2007,8,2007-8
1888,200726,2007-08-22,4,20,3,1.89,PRD0903564,CL00065,DEP00019,G00007,D00002,CUST0000644893,LA,PE,994107200602644,L,LA,Top Up,Mixed,STORE00001,LS,E02,2007,8,2007-8
1896,200725,2007-08-16,5,13,1,0.97,PRD0903612,CL00063,DEP00019,G00007,D00002,CUST0000986734,LA,,994107100810101,M,MM,Top Up,Mixed,STORE00001,LS,E02,2007,8,2007-8
1903,200724,2007-08-09,5,13,1,0.98,PRD0900121,CL00063,DEP00019,G00007,D00002,CUST0000585617,LA,YF,994107000553780,L,MM,Top Up,Fresh,STORE00001,LS,E02,2007,8,2007-8
1908,200727,2007-08-31,6,13,8,7.28,PRD0903269,CL00064,DEP00019,G00007,D00002,CUST0000710863,LA,YF,994107300636616,L,MM,Full Shop,Mixed,STORE00001,LS,E02,2007,8,2007-8
1911,200726,2007-08-21,3,13,1,1.54,PRD0904358,CL00063,DEP00019,G00007,D00002,CUST0000997122,LA,OF,994107200834650,L,MM,Full Shop,Mixed,STORE00001,LS,E02,2007,8,2007-8
1912,200725,2007-08-14,3,16,1,1.54,PRD0904358,CL00063,DEP00019,G00007,D00002,CUST0000122195,LA,YA,994107100251386,L,LA,Top Up,Mixed,STORE00001,LS,E02,2007,8,2007-8
1915,200725,2007-08-13,2,12,1,2.68,PRD0901179,CL00063,DEP00019,G00007,D00002,CUST0000689094,LA,OT,994107100617019,L,MM,Top Up,Fresh,STORE00001,LS,E02,2007,8,2007-8
1916,200724,2007-08-06,2,9,1,0.98,PRD0900121,CL00063,DEP00019,G00007,D00002,CUST0000820750,LA,OA,994107000705683,M,LA,Small Shop,Fresh,STORE00001,LS,E02,2007,8,2007-8
1975,200726,2007-08-24,6,10,1,1.34,PRD0902486,CL00070,DEP00020,G00007,D00002,CUST0000618211,LA,YF,994107200585029,L,MM,Top Up,Fresh,STORE00001,LS,E02,2007,8,2007-8
1978,200726,2007-08-26,1,20,1,1.58,PRD0904301,CL00069,DEP00020,G00007,D00002,CUST0000957189,LA,YF,994107200808579,S,MM,Small Shop,Fresh,STORE00001,LS,E02,2007,8,2007-8
1983,200725,2007-08-19,1,21,1,0.92,PRD0904217,CL00069,DEP00020,G00007,D00002,CUST0000794855,LA,YF,994107100684992,M,MM,Top Up,Mixed,STORE00001,LS,E02,2007,8,2007-8
1992,200725,2007-08-14,3,17,3,1.35,PRD0904230,CL00070,DEP00020,G00007,D00002,CUST0000312411,LA,YF,994107100373516,L,LA,Top Up,Fresh,STORE00001,LS,E02,2007,8,2007-8
1995,200725,2007-08-13,2,14,1,0.43,PRD0904158,CL00070,DEP00020,G00007,D00002,CUST0000796097,LA,,994107100685801,L,MM,Top Up,Fresh,STORE00001,LS,E02,2007,8,2007-8
2008,200727,2007-08-31,6,10,1,0.66,PRD0903071,CL00069,DEP00020,G00007,D00002,CUST0000970826,LA,OT,994107300807432,L,MM,Full Shop,Fresh,STORE00001,LS,E02,2007,8,2007-8
2076,200727,2007-08-27,2,13,1,1.26,PRD0901163,CL00073,DEP00021,G00007,D00002,CUST0000543374,LA,OT,994107300526395,L,MM,Full Shop,Mixed,STORE00001,LS,E02,2007,8,2007-8
2083,200725,2007-08-16,5,13,1,2.81,PRD0900908,CL00073,DEP00021,G00007,D00002,CUST0000263501,LA,OT,994107100342167,L,LA,Full Shop,Grocery,STORE00001,LS,E02,2007,8,2007-8
2097,200726,2007-08-25,7,16,3,6.18,PRD0901348,CL00072,DEP00021,G00007,D00002,CUST0000450865,LA,OA,994107200475133,L,LA,Full Shop,Mixed,STORE00001,LS,E02,2007,8,2007-8
2109,200723,2007-08-02,5,17,1,2.09,PRD0904962,CL00078,DEP00022,G00007,D00002,CUST0000426701,LA,OA,994106900456363,L,MM,Top Up,Fresh,STORE00001,LS,E02,2007,8,2007-8
2110,200723,2007-08-04,7,13,3,4.53,PRD0902099,CL00075,DEP00022,G00007,D00002,CUST0000214594,LA,YA,994106900319155,L,LA,Top Up,Fresh,STORE00001,LS,E02,2007,8,2007-8
2116,200724,2007-08-08,4,18,1,1.39,PRD0901712,CL00078,DEP00022,G00007,D00002,CUST0000455083,LA,OT,994107000469732,L,MM,Top Up,Mixed,STORE00001,LS,E02,2007,8,2007-8
2129,200723,2007-08-03,6,16,1,1.75,PRD0901771,CL00079,DEP00022,G00007,D00002,CUST0000108776,LA,OA,994106900250545,S,MM,Small Shop,Fresh,STORE00001,LS,E02,2007,8,2007-8
2137,200723,2007-08-03,6,11,1,1.26,PRD0903437,CL00079,DEP00022,G00007,D00002,CUST0000350600,LA,,994106900407109,M,LA,Small Shop,Fresh,STORE00001,LS,E02,2007,8,2007-8
2156,200727,2007-08-27,2,18,1,1.19,PRD0904146,CL00075,DEP00022,G00007,D00002,CUST0000275967,LA,OA,994107300351862,L,LA,Full Shop,Fresh,STORE00001,LS,E02,2007,8,2007-8
2183,200727,2007-08-31,6,13,1,2.09,PRD0904962,CL00078,DEP00022,G00007,D00002,CUST0000844640,LA,OA,994107300724079,L,MM,Small Shop,Fresh,STORE00001,LS,E02,2007,8,2007-8
2204,200727,2007-08-29,4,21,1,1.39,PRD0903001,CL00079,DEP00022,G00007,D00002,CUST0000086836,LA,YF,994107300228505,L,MM,Top Up,Fresh,STORE00001,LS,E02,2007,8,2007-8
2246,200724,2007-08-08,4,16,1,1.8,PRD0900582,CL00089,DEP00025,G00008,D00002,CUST0000762817,LA,YF,994107000668315,L,MM,Full Shop,Fresh,STORE00001,LS,E02,2007,8,2007-8
2273,200725,2007-08-13,2,14,1,2.51,PRD0902953,CL00092,DEP00027,G00008,D00002,CUST0000796097,LA,,994107100685801,L,MM,Top Up,Fresh,STORE00001,LS,E02,2007,8,2007-8
2285,200727,2007-08-30,5,15,3,3.72,PRD0904447,CL00096,DEP00030,G00008,D00002,CUST0000527725,LA,OF,994107300516003,M,LA,Top Up,Fresh,STORE00001,LS,E02,2007,8,2007-8
2286,200724,2007-08-11,7,9,1,1.38,PRD0900040,CL00096,DEP00030,G00008,D00002,CUST0000618211,LA,YF,994107000574724,L,MM,Full Shop,Fresh,STORE00001,LS,E02,2007,8,2007-8
2324,200725,2007-08-17,6,18,1,0.42,PRD0902852,CL00103,DEP00035,G00010,D00003,CUST0000129689,LA,OT,994107100256411,M,MM,Top Up,Mixed,STORE00001,LS,E02,2007,8,2007-8
2326,200723,2007-08-01,4,17,3,0.99,PRD0903125,CL00105,DEP00036,G00010,D00003,CUST0000957189,LA,YF,994106900800288,L,LA,Full Shop,Mixed,STORE00001,LS,E02,2007,8,2007-8
2341,200727,2007-08-30,5,18,3,0.99,PRD0903125,CL00105,DEP00036,G00010,D00003,CUST0000119345,LA,YA,994107300249843,L,MM,Full Shop,Mixed,STORE00001,LS,E02,2007,8,2007-8
2353,200723,2007-08-05,1,10,1,0.71,PRD0904130,CL00108,DEP00037,G00010,D00003,CUST0000618211,LA,YF,994106900580229,L,MM,Full Shop,Mixed,STORE00001,LS,E02,2007,8,2007-8
2362,200724,2007-08-06,2,9,1,0.35,PRD0903078,CL00108,DEP00037,G00010,D00003,CUST0000063931,LA,,994107000219295,L,LA,Top Up,Grocery,STORE00001,LS,E02,2007,8,2007-8
2378,200725,2007-08-17,6,12,3,1.05,PRD0903078,CL00108,DEP00037,G00010,D00003,CUST0000751850,LA,OT,994107100657781,L,MM,Full Shop,Fresh,STORE00001,LS,E02,2007,8,2007-8
2385,200724,2007-08-08,4,21,3,1.35,PRD0904396,CL00111,DEP00039,G00010,D00003,CUST0000393587,LA,YA,994107000430731,L,MM,Full Shop,Mixed,STORE00001,LS,E02,2007,8,2007-8
2397,200725,2007-08-17,6,15,1,0.79,PRD0902019,CL00110,DEP00039,G00010,D00003,CUST0000513743,LA,YF,994107100503263,L,LA,Full Shop,Mixed,STORE00001,LS,E02,2007,8,2007-8
2420,200725,2007-08-14,3,18,1,2.86,PRD0900476,CL00123,DEP00044,G00012,D00003,CUST0000275967,LA,OA,994107100350014,L,LA,Full Shop,Mixed,STORE00001,LS,E02,2007,8,2007-8
2439,200723,2007-08-05,1,13,3,3.99,PRD0901518,CL00129,DEP00046,G00013,D00003,CUST0000236055,LA,OT,994106900333168,M,MM,Small Shop,Grocery,STORE00001,LS,E02,2007,8,2007-8
2457,200725,2007-08-16,5,13,3,2.28,PRD0900137,CL00129,DEP00046,G00013,D00003,CUST0000263501,LA,OT,994107100342167,L,LA,Full Shop,Grocery,STORE00001,LS,E02,2007,8,2007-8
2472,200727,2007-08-31,6,14,1,1.51,PRD0904084,CL00129,DEP00046,G00013,D00003,CUST0000122195,LA,YA,994107300251706,M,MM,Top Up,Grocery,STORE00001,LS,E02,2007,8,2007-8
2535,200724,2007-08-07,3,8,1,1.24,PRD0900567,CL00138,DEP00048,G00013,D00003,CUST0000503093,LA,OA,994107000500853,M,MM,Top Up,Grocery,STORE00001,LS,E02,2007,8,2007-8
2543,200727,2007-08-30,5,17,1,0.83,PRD0901705,CL00139,DEP00048,G00013,D00003,CUST0000787823,LA,OT,994107300686764,L,MM,Full Shop,Fresh,STORE00001,LS,E02,2007,8,2007-8
2590,200724,2007-08-08,4,21,1,2.14,PRD0903774,CL00140,DEP00049,G00014,D00003,CUST0000467543,LA,YA,994107000477737,L,LA,Top Up,Fresh,STORE00001,LS,E02,2007,8,2007-8
2607,200723,2007-08-02,5,8,1,1.03,PRD0902479,CL00144,DEP00051,G00015,D00003,CUST0000202661,LA,OF,994106900311495,L,LA,Top Up,Fresh,STORE00001,LS,E02,2007,8,2007-8
2621,200724,2007-08-07,3,14,1,0.92,PRD0900968,CL00144,DEP00051,G00015,D00003,CUST0000809769,LA,OT,994107000698549,L,LA,Full Shop,Mixed,STORE00001,LS,E02,2007,8,2007-8
2628,200726,2007-08-23,5,17,1,0.92,PRD0900968,CL00144,DEP00051,G00015,D00003,CUST0000587643,LA,,994107200564766,L,MM,Full Shop,Mixed,STORE00001,LS,E02,2007,8,2007-8
2679,200723,2007-08-02,5,12,3,5.7,PRD0904460,CL00153,DEP00052,G00015,D00003,CUST0000470705,LA,OT,994106900484932,L,MM,Top Up,Mixed,STORE00001,LS,E02,2007,8,2007-8
2687,200723,2007-08-05,1,13,3,4.29,PRD0904434,CL00151,DEP00052,G00015,D00003,CUST0000236055,LA,OT,994106900333168,M,MM,Small Shop,Grocery,STORE00001,LS,E02,2007,8,2007-8
2693,200726,2007-08-21,3,10,1,0.34,PRD0901407,CL00148,DEP00052,G00015,D00003,CUST0000467543,LA,YA,994107200486086,S,LA,Small Shop,Fresh,STORE00001,LS,E02,2007,8,2007-8
2710,200727,2007-08-27,2,21,3,2.67,PRD0903781,CL00152,DEP00052,G00015,D00003,CUST0000169635,LA,,994107300282905,M,MM,Small Shop,Mixed,STORE00001,LS,E02,2007,8,2007-8
2729,200725,2007-08-16,5,20,1,0.73,PRD0903685,CL00152,DEP00052,G00015,D00003,CUST0000283533,LA,,994107100354968,L,LA,Full Shop,Grocery,STORE00001,LS,E02,2007,8,2007-8
2733,200726,2007-08-26,1,18,3,0.72,PRD0903204,CL00148,DEP00052,G00015,D00003,CUST0000312411,LA,YF,994107200384967,M,LA,Small Shop,Grocery,STORE00001,LS,E02,2007,8,2007-8
2741,200726,2007-08-26,1,13,1,0.99,PRD0900564,CL00152,DEP00052,G00015,D00003,CUST0000383763,LA,OT,994107200431541,L,MM,Top Up,Fresh,STORE00001,LS,E02,2007,8,2007-8
2783,200725,2007-08-18,7,21,1,0.37,PRD0901837,CL00157,DEP00053,G00016,D00003,CUST0000075158,LA,YA,994107100221070,L,MM,Full Shop,Mixed,STORE00001,LS,E02,2007,8,2007-8
2803,200725,2007-08-15,4,21,1,0.51,PRD0901589,CL00157,DEP00053,G00016,D00003,CUST0000575612,LA,OA,994107100543273,L,MM,Top Up,Mixed,STORE00001,LS,E02,2007,8,2007-8
2810,200725,2007-08-13,2,14,1,0.63,PRD0904547,CL00155,DEP00053,G00016,D00003,CUST0000122195,LA,YA,994107100251387,M,LA,Top Up,Fresh,STORE00001,LS,E02,2007,8,2007-8
2884,200727,2007-08-31,6,20,1,1.76,PRD0904002,CL00159,DEP00054,G00016,D00003,CUST0000067645,LA,OT,994107300215960,L,MM,Full Shop,Mixed,STORE00001,LS,E02,2007,8,2007-8
2946,200724,2007-08-12,1,16,1,0.88,PRD0901850,CL00162,DEP00055,G00016,D00003,CUST0000188187,LA,YF,994107000299146,L,MM,Full Shop,Grocery,STORE00001,LS,E02,2007,8,2007-8
2986,200723,2007-08-05,1,10,1,0.81,PRD0901359,CL00201,DEP00067,G00021,D00005,CUST0000618211,LA,YF,994106900580229,L,MM,Full Shop,Mixed,STORE00001,LS,E02,2007,8,2007-8
3017,200725,2007-08-15,4,17,1,0.81,PRD0901359,CL00201,DEP00067,G00021,D00005,CUST0000337192,LA,OF,994107100389272,M,LA,Small Shop,Nonfood,STORE00001,LS,E02,2007,8,2007-8
3042,200724,2007-08-09,5,15,1,0.81,PRD0901359,CL00201,DEP00067,G00021,D00005,CUST0000832547,LA,OF,994107000713091,L,MM,Full Shop,Mixed,STORE00001,LS,E02,2007,8,2007-8
3051,200726,2007-08-26,1,21,1,0.83,PRD0902242,CL00202,DEP00067,G00021,D00005,CUST0000638798,LA,YF,994107200598499,M,LA,Small Shop,Nonfood,STORE00001,LS,E02,2007,8,2007-8
3054,200726,2007-08-24,6,21,1,0.35,PRD0903298,CL00201,DEP00067,G00021,D00005,CUST0000638798,LA,YF,994107200598498,L,LA,Full Shop,Mixed,STORE00001,LS,E02,2007,8,2007-8
3081,200727,2007-08-31,6,13,3,1.14,PRD0902436,CL00198,DEP00067,G00021,D00005,CUST0000986278,LA,,994107300817531,M,LA,Small Shop,Nonfood,STORE00001,LS,E02,2007,8,2007-8
3086,200725,2007-08-13,2,17,1,1.44,PRD0903335,CL00198,DEP00067,G00021,D00005,CUST0000997122,LA,OF,994107100816638,L,LA,Full Shop,Mixed,STORE00001,LS,E02,2007,8,2007-8
3089,200725,2007-08-16,5,13,1,1.35,PRD0902692,CL00201,DEP00067,G00021,D00005,CUST0000263501,LA,OT,994107100342167,L,LA,Full Shop,Grocery,STORE00001,LS,E02,2007,8,2007-8
3120,200726,2007-08-25,7,18,1,1.09,PRD0904279,CL00207,DEP00069,G00022,D00005,CUST0000298310,LA,YF,994107200375623,L,LA,Full Shop,Mixed,STORE00001,LS,E02,2007,8,2007-8
3123,200726,2007-08-21,3,16,4,0.76,PRD0902946,CL00208,DEP00069,G00022,D00005,CUST0000690971,LA,OA,994107200633029,L,LA,Full Shop,Mixed,STORE00001,LS,E02,2007,8,2007-8
