,SHOP_WEEK,SHOP_DATE,SHOP_WEEKDAY,SHOP_HOUR,QUANTITY,SPEND,PROD_CODE,PROD_CODE_10,PROD_CODE_20,PROD_CODE_30,PROD_CODE_40,CUST_CODE,CUST_PRICE_SENSITIVITY,CUST_LIFESTAGE,BASKET_ID,BASKET_SIZE,BASKET_PRICE_SENSITIVITY,BASKET_TYPE,BASKET_DOMINANT_MISSION,STORE_CODE,STORE_FORMAT,STORE_REGION,SHOP_YEAR,SHOP_MONTH,SHOP_YEARMONTH
953,200608,2006-04-17,2,11,1,1.12,PRD0903050,CL00155,DEP00053,G00016,D00003,,,,994100200029499,L,MM,Full Shop,Fresh,STORE00001,LS,E02,2006,4,2006-4
965,200607,2006-04-15,7,11,1,1.32,PRD0902827,CL00159,DEP00054,G00016,D00003,,,,994100100115186,L,MM,Full Shop,Mixed,STORE00001,LS,E02,2006,4,2006-4
1113,200608,2006-04-22,7,18,3,5.52,PRD0904063,CL00230,DEP00081,G00027,D00008,,,,994100200005929,L,MM,Top Up,Mixed,STORE00001,LS,E02,2006,4,2006-4
1129,200607,2006-04-13,5,19,1,2.0,PRD0901831,CL00179,DEP00061,G00018,D00004,CUST0000140993,LA,OT,994100100237197,L,MM,Full Shop,Mixed,STORE00001,LS,E02,2006,4,2006-4
1134,200607,2006-04-10,2,15,3,0.93,PRD0904527,CL00169,DEP00056,G00017,D00004,CUST0000603024,LA,OT,994100100513756,L,MM,Top Up,Mixed,STORE00001,LS,E02,2006,4,2006-4
1153,200609,2006-04-30,1,15,1,0.35,PRD0903218,CL00214,DEP00071,G00022,D00005,CUST0000986734,LA,,994100300776332,M,LA,Small Shop,Grocery,STORE00001,LS,E02,2006,4,2006-4
1284,200607,2006-04-11,3,14,3,3.39,PRD0900895,CL00001,DEP00001,G00001,D00001,CUST0000618211,LA,YF,994100100522743,L,LA,Full Shop,Fresh,STORE00001,LS,E02,2006,4,2006-4
1290,200607,2006-04-13,5,18,3,2.55,PRD0900254,CL00001,DEP00001,G00001,D00001,CUST0000403088,LA,YF,994100100393706,L,MM,Full Shop,Mixed,STORE00001,LS,E02,2006,4,2006-4
1292,200607,2006-04-13,5,9,1,0.75,PRD0903788,CL00001,DEP00001,G00001,D00001,CUST0000242095,LA,OF,994100100297779,S,LA,Small Shop,Fresh,STORE00001,LS,E02,2006,4,2006-4
1300,200608,2006-04-17,2,15,1,0.85,PRD0900254,CL00001,DEP00001,G00001,D00001,CUST0000441856,LA,YA,994100200422441,S,MM,Small Shop,Fresh,STORE00001,LS,E02,2006,4,2006-4
1389,200609,2006-04-28,6,15,1,1.34,PRD0901797,CL00008,DEP00003,G00002,D00001,CUST0000268287,LA,YA,994100300327651,L,LA,Full Shop,Mixed,STORE00001,LS,E02,2006,4,2006-4
1471,200607,2006-04-14,6,13,1,4.08,PRD0901265,CL00030,DEP00008,G00004,D00002,CUST0000812410,LA,PE,994100100639819,M,LA,Top Up,Mixed,STORE00001,LS,E02,2006,4,2006-4
1486,200609,2006-04-30,1,19,1,1.0,PRD0902029,CL00031,DEP00008,G00004,D00002,CUST0000812410,LA,PE,994100300666928,L,LA,Top Up,Fresh,STORE00001,LS,E02,2006,4,2006-4
1667,200607,2006-04-10,2,11,1,1.01,PRD0903074,CL00045,DEP00011,G00004,D00002,CUST0000820750,LA,OA,994100100644894,L,LA,Top Up,Mixed,STORE00001,LS,E02,2006,4,2006-4
1727,200608,2006-04-22,7,14,1,0.47,PRD0903620,CL00044,DEP00011,G00004,D00002,CUST0000986278,LA,,994100200753939,L,LA,Full Shop,Mixed,STORE00001,LS,E02,2006,4,2006-4
1806,200608,2006-04-22,7,13,1,6.03,PRD0900324,CL00058,DEP00016,G00006,D00002,CUST0000687519,LA,YF,994100200571435,L,LA,Top Up,Fresh,STORE00001,LS,E02,2006,4,2006-4
1823,200609,2006-04-30,1,20,3,8.94,PRD0901636,CL00067,DEP00019,G00007,D00002,CUST0000275967,LA,OA,994100300332416,L,LA,Full Shop,Fresh,STORE00001,LS,E02,2006,4,2006-4
1939,200609,2006-04-26,4,9,1,1.12,PRD0901032,CL00069,DEP00020,G00007,D00002,CUST0000572854,LA,OT,994100300517432,L,LA,Full Shop,Fresh,STORE00001,LS,E02,2006,4,2006-4
1957,200607,2006-04-13,5,12,1,0.86,PRD0900760,CL00069,DEP00020,G00007,D00002,CUST0000138092,LA,OF,994100100235446,S,LA,Small Shop,Fresh,STORE00001,LS,E02,2006,4,2006-4
2031,200607,2006-04-13,5,21,1,2.23,PRD0903785,CL00073,DEP00021,G00007,D00002,CUST0000986278,LA,,994100100744366,L,LA,Full Shop,Fresh,STORE00001,LS,E02,2006,4,2006-4
2033,200607,2006-04-11,3,21,1,1.35,PRD0903033,CL00073,DEP00021,G00007,D00002,CUST0000037123,LA,OA,994100100175101,L,LA,Full Shop,Mixed,STORE00001,LS,E02,2006,4,2006-4
2048,200607,2006-04-15,7,15,6,15.18,PRD0901439,CL00072,DEP00021,G00007,D00002,CUST0000199923,LA,,994100100272456,L,MM,Top Up,Mixed,STORE00001,LS,E02,2006,4,2006-4
2263,200608,2006-04-20,5,10,1,1.27,PRD0900245,CL00092,DEP00027,G00008,D00002,CUST0000603024,LA,OT,994100200520323,M,LA,Small Shop,Fresh,STORE00001,LS,E02,2006,4,2006-4
2488,200609,2006-04-28,6,20,1,0.67,PRD0901931,CL00134,DEP00047,G00013,D00003,CUST0000170330,LA,YA,994100300266565,S,LA,Small Shop,Mixed,STORE00001,LS,E02,2006,4,2006-4
2683,200607,2006-04-14,6,16,1,0.88,PRD0901809,CL00154,DEP00052,G00015,D00003,CUST0000604743,LA,OT,994100100514766,S,MM,Small Shop,Grocery,STORE00001,LS,E02,2006,4,2006-4
2770,200609,2006-04-28,6,15,1,0.29,PRD0903373,CL00157,DEP00053,G00016,D00003,CUST0000268287,LA,YA,994100300327651,L,LA,Full Shop,Mixed,STORE00001,LS,E02,2006,4,2006-4
2788,200608,2006-04-22,7,14,1,1.06,PRD0902073,CL00155,DEP00053,G00016,D00003,CUST0000986278,LA,,994100200753939,L,LA,Full Shop,Mixed,STORE00001,LS,E02,2006,4,2006-4
2901,200608,2006-04-21,6,10,1,0.01,PRD0901722,CL00160,DEP00054,G00016,D00003,CUST0000527918,LA,YF,994100200474710,L,LA,Full Shop,Fresh,STORE00001,LS,E02,2006,4,2006-4
3003,200609,2006-04-30,1,13,3,0.66,PRD0900552,CL00198,DEP00067,G00021,D00005,CUST0000820750,LA,OA,994100300672216,L,MM,Top Up,Mixed,STORE00001,LS,E02,2006,4,2006-4
3091,200608,2006-04-22,7,13,1,1.54,PRD0901015,CL00201,DEP00067,G00021,D00005,CUST0000687519,LA,YF,994100200571435,L,LA,Top Up,Fresh,STORE00001,LS,E02,2006,4,2006-4
3192,200607,2006-04-15,7,15,1,2.69,PRD0900825,CL00061,DEP00018,G00006,D00002,CUST0000420119,MM,OT,994100100404025,L,MM,Full Shop,Fresh,STORE00001,LS,E02,2006,4,2006-4
3219,200609,2006-04-30,1,9,6,38.52,PRD0904154,CL00235,DEP00083,G00028,D00008,CUST0000947916,MM,,994100300752144,L,MM,Top Up,Grocery,STORE00001,LS,E02,2006,4,2006-4
3264,200609,2006-04-26,4,18,1,3.66,PRD0901009,CL00238,DEP00084,G00028,D00008,CUST0000008415,MM,OT,994100300164833,M,MM,Top Up,Mixed,STORE00001,LS,E02,2006,4,2006-4
3279,200607,2006-04-11,3,15,1,1.32,PRD0901590,CL00022,DEP00007,G00003,D00001,CUST0000324423,MM,OT,994100100347123,L,UM,Full Shop,Grocery,STORE00001,LS,E02,2006,4,2006-4
3305,200608,2006-04-19,4,14,1,15.85,PRD0901675,CL00245,DEP00088,G00029,D00008,CUST0000540040,MM,YA,994100200482113,L,MM,Top Up,Fresh,STORE00001,LS,E02,2006,4,2006-4
3333,200608,2006-04-21,6,15,3,7.74,PRD0903941,CL00235,DEP00083,G00028,D00008,CUST0000082996,MM,YF,994100200205247,L,LA,Full Shop,Mixed,STORE00001,LS,E02,2006,4,2006-4
3514,200608,2006-04-19,4,14,1,0.66,PRD0900488,CL00007,DEP00003,G00002,D00001,CUST0000364910,MM,OT,994100200375907,L,MM,Full Shop,Fresh,STORE00001,LS,E02,2006,4,2006-4
3542,200609,2006-04-27,5,20,1,0.2,PRD0900199,CL00013,DEP00004,G00003,D00001,CUST0000485902,MM,YA,994100300463398,M,MM,Top Up,Mixed,STORE00001,LS,E02,2006,4,2006-4
3543,200607,2006-04-10,2,11,1,1.73,PRD0901421,CL00015,DEP00004,G00003,D00001,CUST0000280656,MM,OT,994100100320671,M,MM,Top Up,Mixed,STORE00001,LS,E02,2006,4,2006-4
3570,200607,2006-04-16,1,12,1,0.65,PRD0901798,CL00017,DEP00005,G00003,D00001,CUST0000845375,MM,OT,994100100659704,M,UM,Small Shop,Fresh,STORE00001,LS,E02,2006,4,2006-4
3635,200609,2006-04-25,3,13,1,0.5,PRD0903052,CL00031,DEP00008,G00004,D00002,CUST0000256627,MM,OA,994100300320378,L,UM,Top Up,Fresh,STORE00001,LS,E02,2006,4,2006-4
3659,200609,2006-04-27,5,11,1,1.0,PRD0902029,CL00031,DEP00008,G00004,D00002,CUST0000546883,MM,OT,994100300501495,L,MM,Top Up,Fresh,STORE00001,LS,E02,2006,4,2006-4
3882,200607,2006-04-11,3,12,1,1.22,PRD0903246,CL00042,DEP00011,G00004,D00002,CUST0000871534,MM,OA,994100100675286,L,MM,Top Up,Fresh,STORE00001,LS,E02,2006,4,2006-4
4032,200608,2006-04-22,7,21,1,1.14,PRD0903374,CL00042,DEP00011,G00004,D00002,CUST0000420363,MM,OT,994100200409475,L,MM,Full Shop,Fresh,STORE00001,LS,E02,2006,4,2006-4
4062,200608,2006-04-17,2,11,1,0.88,PRD0900456,CL00046,DEP00012,G00004,D00002,CUST0000136043,MM,YF,994100200237448,L,LA,Top Up,Fresh,STORE00001,LS,E02,2006,4,2006-4
4159,200607,2006-04-13,5,14,1,1.54,PRD0904358,CL00063,DEP00019,G00007,D00002,CUST0000049077,MM,YF,994100100182459,L,MM,Top Up,Mixed,STORE00001,LS,E02,2006,4,2006-4
4166,200609,2006-04-25,3,11,3,2.94,PRD0900121,CL00063,DEP00019,G00007,D00002,CUST0000136043,MM,YF,994100300245040,L,MM,Full Shop,Mixed,STORE00001,LS,E02,2006,4,2006-4
4168,200607,2006-04-14,6,8,1,0.98,PRD0900121,CL00063,DEP00019,G00007,D00002,CUST0000036136,MM,PE,994100100174512,L,UM,Top Up,Fresh,STORE00001,LS,E02,2006,4,2006-4
4176,200609,2006-04-26,4,14,1,0.35,PRD0904142,CL00068,DEP00019,G00007,D00002,CUST0000795333,MM,,994100300656260,M,UM,Top Up,Grocery,STORE00001,LS,E02,2006,4,2006-4
4191,200609,2006-04-25,3,19,1,1.54,PRD0904358,CL00063,DEP00019,G00007,D00002,CUST0000052854,MM,YF,994100300192873,L,MM,Full Shop,Fresh,STORE00001,LS,E02,2006,4,2006-4
4230,200609,2006-04-27,5,17,1,0.86,PRD0901887,CL00063,DEP00019,G00007,D00002,CUST0000681996,MM,OT,994100300585435,L,LA,Full Shop,Mixed,STORE00001,LS,E02,2006,4,2006-4
4444,200609,2006-04-24,2,16,1,3.34,PRD0902064,CL00073,DEP00021,G00007,D00002,CUST0000702030,MM,YF,994100300598134,L,MM,Full Shop,Mixed,STORE00001,LS,E02,2006,4,2006-4
4463,200609,2006-04-26,4,16,1,1.44,PRD0900629,CL00073,DEP00021,G00007,D00002,CUST0000364910,MM,OT,994100300387945,L,MM,Full Shop,Fresh,STORE00001,LS,E02,2006,4,2006-4
4723,200609,2006-04-30,1,9,1,6.91,PRD0904852,CL00085,DEP00024,G00007,D00002,CUST0000947916,MM,,994100300752144,L,MM,Top Up,Grocery,STORE00001,LS,E02,2006,4,2006-4
4728,200609,2006-04-26,4,15,1,3.77,PRD0903377,CL00086,DEP00024,G00007,D00002,CUST0000778112,MM,OT,994100300645242,L,MM,Full Shop,Fresh,STORE00001,LS,E02,2006,4,2006-4
4745,200609,2006-04-27,5,11,1,0.84,PRD0901098,CL00089,DEP00025,G00008,D00002,CUST0000546883,MM,OT,994100300501495,L,MM,Top Up,Fresh,STORE00001,LS,E02,2006,4,2006-4
4799,200607,2006-04-11,3,12,1,2.23,PRD0903810,CL00096,DEP00030,G00008,D00002,CUST0000871534,MM,OA,994100100675286,L,MM,Top Up,Fresh,STORE00001,LS,E02,2006,4,2006-4
4850,200608,2006-04-21,6,10,3,0.42,PRD0903786,CL00103,DEP00035,G00010,D00003,CUST0000990465,MM,OA,994100200756567,L,LA,Top Up,Fresh,STORE00001,LS,E02,2006,4,2006-4
4851,200607,2006-04-14,6,17,1,0.53,PRD0901672,CL00104,DEP00036,G00010,D00003,CUST0000994485,MM,,994100100749139,L,UM,Full Shop,Mixed,STORE00001,LS,E02,2006,4,2006-4
4861,200607,2006-04-12,4,17,1,0.53,PRD0901672,CL00104,DEP00036,G00010,D00003,CUST0000556297,MM,YA,994100100485731,L,MM,Full Shop,Mixed,STORE00001,LS,E02,2006,4,2006-4
4865,200608,2006-04-21,6,12,3,1.14,PRD0900524,CL00104,DEP00036,G00010,D00003,CUST0000899835,MM,YA,994100200701216,L,MM,Top Up,Grocery,STORE00001,LS,E02,2006,4,2006-4
4887,200608,2006-04-20,5,15,1,0.54,PRD0900482,CL00108,DEP00037,G00010,D00003,CUST0000314122,MM,OT,994100200345182,L,MM,Full Shop,Mixed,STORE00001,LS,E02,2006,4,2006-4
4985,200608,2006-04-22,7,19,1,0.53,PRD0904190,CL00128,DEP00046,G00013,D00003,CUST0000297112,MM,OT,994100200334603,L,UM,Top Up,Fresh,STORE00001,LS,E02,2006,4,2006-4
5040,200608,2006-04-23,1,17,3,3.24,PRD0903847,CL00131,DEP00047,G00013,D00003,CUST0000970853,MM,YA,994100200744588,M,MM,Small Shop,Grocery,STORE00001,LS,E02,2006,4,2006-4
5046,200607,2006-04-13,5,8,1,0.62,PRD0904180,CL00135,DEP00048,G00013,D00003,CUST0000550874,MM,OT,994100100482412,L,MM,Top Up,Fresh,STORE00001,LS,E02,2006,4,2006-4
5049,200609,2006-04-30,1,16,1,0.89,PRD0903228,CL00138,DEP00048,G00013,D00003,CUST0000852304,MM,,994100300691784,L,UM,Full Shop,Mixed,STORE00001,LS,E02,2006,4,2006-4
5103,200609,2006-04-26,4,12,1,0.93,PRD0904327,CL00140,DEP00049,G00014,D00003,CUST0000605493,MM,PE,994100300537708,L,MM,Full Shop,Mixed,STORE00001,LS,E02,2006,4,2006-4
5177,200608,2006-04-23,1,9,1,3.07,PRD0904913,CL00144,DEP00051,G00015,D00003,CUST0000385802,MM,PE,994100200388347,L,MM,Full Shop,Mixed,STORE00001,LS,E02,2006,4,2006-4
5193,200607,2006-04-10,2,14,3,2.01,PRD0900181,CL00148,DEP00052,G00015,D00003,CUST0000872455,MM,OA,994100100675806,M,LA,Small Shop,Grocery,STORE00001,LS,E02,2006,4,2006-4
5293,200609,2006-04-26,4,18,1,1.12,PRD0902332,CL00157,DEP00053,G00016,D00003,CUST0000008415,MM,OT,994100300164833,M,MM,Top Up,Mixed,STORE00001,LS,E02,2006,4,2006-4
5300,200607,2006-04-13,5,8,1,0.53,PRD0903869,CL00156,DEP00053,G00016,D00003,CUST0000550874,MM,OT,994100100482412,L,MM,Top Up,Fresh,STORE00001,LS,E02,2006,4,2006-4
5306,200607,2006-04-12,4,16,1,1.22,PRD0900670,CL00155,DEP00053,G00016,D00003,CUST0000106470,MM,OA,994100100216597,L,MM,Top Up,Mixed,STORE00001,LS,E02,2006,4,2006-4
5309,200607,2006-04-15,7,18,3,3.36,PRD0903050,CL00155,DEP00053,G00016,D00003,CUST0000306181,MM,YA,994100100336048,L,LA,Full Shop,Mixed,STORE00001,LS,E02,2006,4,2006-4
5354,200608,2006-04-20,5,15,1,0.57,PRD0903563,CL00156,DEP00053,G00016,D00003,CUST0000314122,MM,OT,994100200345182,L,MM,Full Shop,Mixed,STORE00001,LS,E02,2006,4,2006-4
5387,200607,2006-04-13,5,12,1,0.33,PRD0901918,CL00161,DEP00054,G00016,D00003,CUST0000461850,MM,OA,994100100429041,L,MM,Full Shop,Fresh,STORE00001,LS,E02,2006,4,2006-4
5413,200608,2006-04-21,6,18,1,1.56,PRD0903206,CL00160,DEP00054,G00016,D00003,CUST0000464579,MM,YF,994100200436090,L,LA,Full Shop,Grocery,STORE00001,LS,E02,2006,4,2006-4
5418,200607,2006-04-11,3,13,1,0.94,PRD0900265,CL00163,DEP00055,G00016,D00003,CUST0000142044,MM,OA,994100100237849,L,MM,Top Up,Grocery,STORE00001,LS,E02,2006,4,2006-4
5424,200607,2006-04-12,4,20,1,0.08,PRD0904118,CL00167,DEP00055,G00016,D00003,CUST0000940241,MM,OT,994100100716744,S,MM,Small Shop,Grocery,STORE00001,LS,E02,2006,4,2006-4
5443,200609,2006-04-29,7,15,1,0.94,PRD0900265,CL00163,DEP00055,G00016,D00003,CUST0000101102,MM,OA,994100300223125,L,MM,Full Shop,Mixed,STORE00001,LS,E02,2006,4,2006-4
5449,200608,2006-04-21,6,18,1,0.45,PRD0900956,CL00163,DEP00055,G00016,D00003,CUST0000464579,MM,YF,994100200436090,L,LA,Full Shop,Grocery,STORE00001,LS,E02,2006,4,2006-4
5484,200609,2006-04-29,7,10,1,0.53,PRD0900645,CL00199,DEP00067,G00021,D00005,CUST0000414514,MM,OT,994100300418628,L,UM,Top Up,Mixed,STORE00001,LS,E02,2006,4,2006-4
5488,200609,2006-04-28,6,10,1,0.47,PRD0903341,CL00199,DEP00067,G00021,D00005,CUST0000540040,MM,YA,994100300497125,L,MM,Top Up,Mixed,STORE00001,LS,E02,2006,4,2006-4
5507,200607,2006-04-10,2,15,1,1.03,PRD0903109,CL00199,DEP00067,G00021,D00005,CUST0000851524,MM,OT,994100100663295,L,LA,Top Up,Nonfood,STORE00001,LS,E02,2006,4,2006-4
5509,200607,2006-04-11,3,8,1,4.41,PRD0903313,CL00201,DEP00067,G00021,D00005,CUST0000587601,MM,OF,994100100504387,L,MM,Top Up,Mixed,STORE00001,LS,E02,2006,4,2006-4
5560,200608,2006-04-23,1,17,1,0.43,PRD0900710,CL00195,DEP00067,G00021,D00005,CUST0000995115,MM,OA,994100200759314,M,LA,Small Shop,Mixed,STORE00001,LS,E02,2006,4,2006-4
5659,200607,2006-04-16,1,11,1,0.32,PRD0903090,CL00218,DEP00073,G00023,D00005,CUST0000664742,MM,OT,994100100550843,L,MM,Full Shop,Mixed,STORE00001,LS,E02,2006,4,2006-4
5703,200607,2006-04-15,7,15,1,0.43,PRD0901827,CL00224,DEP00076,G00023,D00005,CUST0000133638,MM,,994100100232855,M,LA,Small Shop,Fresh,STORE00001,LS,E02,2006,4,2006-4
5842,200607,2006-04-16,1,12,1,1.03,PRD0900097,CL00001,DEP00001,G00001,D00001,CUST0000094339,UM,YA,994100100209413,L,MM,Top Up,Fresh,STORE00001,LS,E02,2006,4,2006-4
5846,200607,2006-04-15,7,21,3,3.39,PRD0900895,CL00001,DEP00001,G00001,D00001,CUST0000200987,UM,,994100100273067,L,MM,Full Shop,Fresh,STORE00001,LS,E02,2006,4,2006-4
5850,200607,2006-04-16,1,13,1,1.37,PRD0900202,CL00002,DEP00001,G00001,D00001,CUST0000361812,UM,OF,994100100369425,L,UM,Top Up,Fresh,STORE00001,LS,E02,2006,4,2006-4
5857,200607,2006-04-16,1,16,1,1.37,PRD0900202,CL00002,DEP00001,G00001,D00001,CUST0000966436,UM,OT,994100100732409,L,LA,Full Shop,Fresh,STORE00001,LS,E02,2006,4,2006-4
5882,200608,2006-04-21,6,10,3,2.88,PRD0903779,CL00001,DEP00001,G00001,D00001,CUST0000811783,UM,,994100200647057,L,MM,Full Shop,Grocery,STORE00001,LS,E02,2006,4,2006-4
5886,200607,2006-04-14,6,19,3,1.62,PRD0904469,CL00006,DEP00002,G00001,D00001,CUST0000820020,UM,OA,994100100644427,L,UM,Full Shop,Fresh,STORE00001,LS,E02,2006,4,2006-4
6000,200609,2006-04-28,6,14,1,1.0,PRD0902029,CL00031,DEP00008,G00004,D00002,CUST0000565459,UM,PE,994100300512870,L,MM,Top Up,Fresh,STORE00001,LS,E02,2006,4,2006-4
6005,200607,2006-04-16,1,9,1,0.79,PRD0900531,CL00026,DEP00008,G00004,D00002,CUST0000246027,UM,YA,994100100299966,L,UM,Top Up,Fresh,STORE00001,LS,E02,2006,4,2006-4
6269,200608,2006-04-17,2,9,1,1.22,PRD0903246,CL00042,DEP00011,G00004,D00002,CUST0000975870,UM,PE,994100200747698,M,UM,Small Shop,Fresh,STORE00001,LS,E02,2006,4,2006-4
6324,200608,2006-04-23,1,16,1,0.88,PRD0900456,CL00046,DEP00012,G00004,D00002,CUST0000966436,UM,OT,994100200741845,L,UM,Top Up,Fresh,STORE00001,LS,E02,2006,4,2006-4
6410,200609,2006-04-26,4,13,1,1.1,PRD0901535,CL00064,DEP00019,G00007,D00002,CUST0000335064,UM,YF,994100300369333,M,MM,Small Shop,Fresh,STORE00001,LS,E02,2006,4,2006-4
6421,200607,2006-04-13,5,16,3,2.52,PRD0903637,CL00063,DEP00019,G00007,D00002,CUST0000398965,UM,OA,994100100391343,M,UM,Small Shop,Fresh,STORE00001,LS,E02,2006,4,2006-4
6426,200609,2006-04-26,4,11,1,1.41,PRD0901123,CL00064,DEP00019,G00007,D00002,CUST0000837778,UM,OA,994100300682688,L,UM,Top Up,Fresh,STORE00001,LS,E02,2006,4,2006-4
6427,200609,2006-04-24,2,17,1,0.98,PRD0900121,CL00063,DEP00019,G00007,D00002,CUST0000829905,UM,YA,994100300677682,S,MM,Small Shop,Grocery,STORE00001,LS,E02,2006,4,2006-4
6456,200608,2006-04-18,3,14,3,1.77,PRD0904371,CL00068,DEP00019,G00007,D00002,CUST0000235674,UM,PE,994100200297964,L,MM,Top Up,Fresh,STORE00001,LS,E02,2006,4,2006-4
6572,200608,2006-04-19,4,16,1,1.58,PRD0900740,CL00070,DEP00020,G00007,D00002,CUST0000800070,UM,OA,994100200639996,L,UM,Top Up,Fresh,STORE00001,LS,E02,2006,4,2006-4
6621,200607,2006-04-11,3,19,3,8.97,PRD0901347,CL00072,DEP00021,G00007,D00002,CUST0000173993,UM,OA,994100100257041,L,MM,Full Shop,Mixed,STORE00001,LS,E02,2006,4,2006-4
6688,200608,2006-04-19,4,17,1,1.07,PRD0901783,CL00075,DEP00022,G00007,D00002,CUST0000978405,UM,YA,994100200749164,L,MM,Full Shop,Fresh,STORE00001,LS,E02,2006,4,2006-4
6693,200608,2006-04-23,1,14,1,0.68,PRD0901371,CL00079,DEP00022,G00007,D00002,CUST0000297115,UM,,994100200334608,M,UM,Small Shop,Fresh,STORE00001,LS,E02,2006,4,2006-4
6757,200609,2006-04-28,6,12,1,0.68,PRD0902495,CL00088,DEP00025,G00008,D00002,CUST0000177536,UM,OT,994100300271085,L,UM,Full Shop,Mixed,STORE00001,LS,E02,2006,4,2006-4
6781,200608,2006-04-22,7,14,1,2.05,PRD0902455,CL00096,DEP00030,G00008,D00002,CUST0000448280,UM,OT,994100200426285,M,MM,Top Up,Mixed,STORE00001,LS,E02,2006,4,2006-4
6786,200609,2006-04-27,5,14,1,0.67,PRD0901334,CL00101,DEP00034,G00010,D00003,CUST0000545204,UM,PE,994100300500469,L,UM,Top Up,Fresh,STORE00001,LS,E02,2006,4,2006-4
6815,200609,2006-04-24,2,15,1,0.53,PRD0901672,CL00104,DEP00036,G00010,D00003,CUST0000325292,UM,OT,994100300363191,L,UM,Top Up,Fresh,STORE00001,LS,E02,2006,4,2006-4
6817,200607,2006-04-15,7,21,3,1.59,PRD0901672,CL00104,DEP00036,G00010,D00003,CUST0000200987,UM,,994100100273067,L,MM,Full Shop,Fresh,STORE00001,LS,E02,2006,4,2006-4
6835,200609,2006-04-25,3,16,1,2.14,PRD0902468,CL00111,DEP00039,G00010,D00003,CUST0000494645,UM,YA,994100300468788,L,UM,Top Up,Fresh,STORE00001,LS,E02,2006,4,2006-4
6867,200609,2006-04-30,1,10,1,0.71,PRD0902594,CL00128,DEP00046,G00013,D00003,CUST0000743903,UM,YF,994100300624391,L,MM,Full Shop,Fresh,STORE00001,LS,E02,2006,4,2006-4
6868,200609,2006-04-26,4,13,1,0.71,PRD0902139,CL00129,DEP00046,G00013,D00003,CUST0000094339,UM,YA,994100300218873,L,MM,Full Shop,Fresh,STORE00001,LS,E02,2006,4,2006-4
6874,200607,2006-04-13,5,14,1,0.53,PRD0904190,CL00128,DEP00046,G00013,D00003,CUST0000931908,UM,OA,994100100711745,L,UM,Full Shop,Fresh,STORE00001,LS,E02,2006,4,2006-4
